NAME,YEAR,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE,NPOPCHG,BIRTHS,DEATHS,NATURALINC,INTERNATIONALMIG,DOMESTICMIG,NETMIG,RESIDUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weirton-Steubenville WV-OH 2013,2013,Metropolitan Statistical Area,,,121942,-524,1156,1643,-487,6,-25,-19,-18
Wenatchee WA 2013,2013,Metropolitan Statistical Area,,,113496,501,1425,953,472,93,-73,20,9
Wheeling WV-OH 2013,2013,Metropolitan Statistical Area,,,145853,-511,1577,1866,-289,41,-148,-107,-115
Wichita KS 2013,2013,Metropolitan Statistical Area,,,638259,2317,9531,5429,4102,986,-2975,-1989,204
Wichita Falls TX 2013,2013,Metropolitan Statistical Area,,,151529,543,1948,1508,440,417,-289,128,-25
Williamsport PA 2013,2013,Metropolitan Statistical Area,,,116732,-564,1322,1268,54,77,-695,-618,0
Wilmington NC 2013,2013,Metropolitan Statistical Area,,,268301,5200,2829,2239,590,309,4152,4461,149
Winchester VA-WV 2013,2013,Metropolitan Statistical Area,,,132221,1204,1544,1110,434,127,735,862,-92
Winston-Salem NC 2013,2013,Metropolitan Statistical Area,,,651520,3833,7468,6172,1296,912,1164,2076,461
Worcester MA-CT 2013,2013,Metropolitan Statistical Area,,,928050,3978,9872,7633,2239,3728,-2102,1626,113
Yakima WA 2013,2013,Metropolitan Statistical Area,,,247297,576,4065,1922,2143,113,-1718,-1605,38
York-Hanover PA 2013,2013,Metropolitan Statistical Area,,,439393,1694,4909,3739,1170,590,-157,433,91
Youngstown-Warren-Boardman OH-PA 2013,2013,Metropolitan Statistical Area,,,556129,-2844,5653,6861,-1208,268,-1752,-1484,-152
Yuba City CA 2013,2013,Metropolitan Statistical Area,,,168648,1034,2475,1243,1232,680,-875,-195,-3
Yuma AZ 2013,2013,Metropolitan Statistical Area,,,202033,-231,3109,1341,1768,508,-2730,-2222,223
Abilene TX 2014,2014,Metropolitan Statistical Area,,,168592,1140,2351,1655,696,291,138,429,15
Akron OH 2014,2014,Metropolitan Statistical Area,,,703825,615,7604,6924,680,1126,-742,384,-449
Albany GA 2014,2014,Metropolitan Statistical Area,,,154925,-865,2093,1421,672,95,-1617,-1522,-15
Albany OR 2014,2014,Metropolitan Statistical Area,,,119356,712,1412,1186,226,44,425,469,17
Albany-Schenectady-Troy NY 2014,2014,Metropolitan Statistical Area,,,880167,1688,9186,7735,1451,2447,-1968,479,-242
Albuquerque NM 2014,2014,Metropolitan Statistical Area,,,904587,1242,10774,7214,3560,1159,-3423,-2264,-54
Alexandria LA 2014,2014,Metropolitan Statistical Area,,,154872,-31,2014,1557,457,165,-627,-462,-26
Allentown-Bethlehem-Easton PA-NJ 2014,2014,Metropolitan Statistical Area,,,829835,2791,8630,7679,951,2429,-309,2120,-280
Altoona PA 2014,2014,Metropolitan Statistical Area,,,125955,-424,1327,1627,-300,37,-186,-149,25
Amarillo TX 2014,2014,Metropolitan Statistical Area,,,259885,1052,3793,2212,1581,682,-1177,-495,-34
Ames IA 2014,2014,Metropolitan Statistical Area,,,94073,663,938,492,446,693,-446,247,-30
Anchorage AK 2014,2014,Metropolitan Statistical Area,,,398892,1371,6040,2207,3833,1238,-3879,-2641,179
Ann Arbor MI 2014,2014,Metropolitan Statistical Area,,,356874,2456,3690,2139,1551,2119,-1090,1029,-124
Anniston-Oxford-Jacksonville AL 2014,2014,Metropolitan Statistical Area,,,115916,-631,1292,1401,-109,31,-471,-440,-82
Appleton WI 2014,2014,Metropolitan Statistical Area,,,231497,1628,2808,1551,1257,196,228,424,-53
Asheville NC 2014,2014,Metropolitan Statistical Area,,,442316,4655,4486,4721,-235,413,4113,4526,364
Athens-Clarke County GA 2014,2014,Metropolitan Statistical Area,,,199016,1132,2242,1291,951,487,-387,100,81
Atlanta-Sandy Springs-Roswell GA 2014,2014,Metropolitan Statistical Area,,,5614323,88891,71724,35043,36681,18816,32294,51110,1100
Atlantic City-Hammonton NJ 2014,2014,Metropolitan Statistical Area,,,275209,-958,3315,2637,678,1506,-3052,-1546,-90
Auburn-Opelika AL 2014,2014,Metropolitan Statistical Area,,,154255,2547,1837,1006,831,611,1034,1645,71
Augusta-Richmond County GA-SC 2014,2014,Metropolitan Statistical Area,,,583632,3402,7390,5169,2221,918,259,1177,4
Austin-Round Rock TX 2014,2014,Metropolitan Statistical Area,,,1943299,57496,25782,9207,16575,6474,33059,39533,1388
Bakersfield CA 2014,2014,Metropolitan Statistical Area,,,874589,8666,14763,5763,9000,1842,-1775,67,-401
Baltimore-Columbia-Towson MD 2014,2014,Metropolitan Statistical Area,,,2785874,11824,33812,24520,9292,9639,-6448,3191,-659
Bangor ME 2014,2014,Metropolitan Statistical Area,,,153414,-65,1455,1497,-42,154,-150,4,-27
Barnstable Town MA 2014,2014,Metropolitan Statistical Area,,,214914,78,1572,2817,-1245,338,975,1313,10
Baton Rouge LA 2014,2014,Metropolitan Statistical Area,,,825478,5069,11012,6662,4350,1312,-397,915,-196
Battle Creek MI 2014,2014,Metropolitan Statistical Area,,,134878,48,1683,1373,310,201,-399,-198,-64
Bay City MI 2014,2014,Metropolitan Statistical Area,,,106179,-757,1043,1140,-97,43,-634,-591,-69
Beaumont-Port Arthur TX 2014,2014,Metropolitan Statistical Area,,,405427,3,5381,4067,1314,598,-1808,-1210,-101
Beckley WV 2014,2014,Metropolitan Statistical Area,,,123373,-823,1479,1711,-232,92,-658,-566,-25
Bellingham WA 2014,2014,Metropolitan Statistical Area,,,208351,2103,2257,1518,739,343,1021,1364,0
Bend-Redmond OR 2014,2014,Metropolitan Statistical Area,,,170388,4433,1707,1304,403,-4,3686,3682,348
Billings MT 2014,2014,Metropolitan Statistical Area,,,166885,1663,2130,1459,671,49,998,1047,-55
Binghamton NY 2014,2014,Metropolitan Statistical Area,,,247219,-1143,2576,2514,62,492,-1591,-1099,-106
Birmingham-Hoover AL 2014,2014,Metropolitan Statistical Area,,,1143772,4216,14471,11422,3049,1254,230,1484,-317
Bismarck ND 2014,2014,Metropolitan Statistical Area,,,126597,2604,1836,988,848,23,1690,1713,43
Blacksburg-Christiansburg-Radford VA 2014,2014,Metropolitan Statistical Area,,,181605,653,1754,1435,319,762,-345,417,-83
Bloomington IL 2014,2014,Metropolitan Statistical Area,,,190345,-949,2356,1334,1022,590,-2601,-2011,40
Bloomington IN 2014,2014,Metropolitan Statistical Area,,,164308,1118,1500,1070,430,943,-232,711,-23
Bloomsburg-Berwick PA 2014,2014,Metropolitan Statistical Area,,,85763,89,858,894,-36,165,-15,150,-25
Boise City ID 2014,2014,Metropolitan Statistical Area,,,664422,13965,8721,4198,4523,925,7868,8793,649
Boston-Cambridge-Newton MA-NH 2014,2014,Metropolitan Statistical Area,,,4732161,34112,52482,35657,16825,29134,-10256,18878,-1591
Boston MA 2014,2014,Metropolitan Division,,,1966530,14092,22213,14974,7239,13291,-5872,7419,-566
Cambridge-Newton-Framingham MA 2014,2014,Metropolitan Division,,,2339406,17182,26453,17570,8883,15499,-6310,9189,-890
Rockingham County-Strafford County NH 2014,2014,Metropolitan Division,,,426225,2838,3816,3113,703,344,1926,2270,-135
Boulder CO 2014,2014,Metropolitan Statistical Area,,,313333,2937,3028,1725,1303,922,731,1653,-19
Bowling Green KY 2014,2014,Metropolitan Statistical Area,,,165732,1891,2004,1367,637,508,792,1300,-46
Bremerton-Silverdale WA 2014,2014,Metropolitan Statistical Area,,,254183,978,2895,2094,801,374,-274,100,77
Bridgeport-Stamford-Norwalk CT 2014,2014,Metropolitan Statistical Area,,,945438,3319,10087,6579,3508,6135,-6506,-371,182
Brownsville-Harlingen TX 2014,2014,Metropolitan Statistical Area,,,420392,2175,7277,2505,4772,739,-3327,-2588,-9
Brunswick GA 2014,2014,Metropolitan Statistical Area,,,114806,794,1321,1102,219,113,404,517,58
Buffalo-Cheektowaga-Niagara Falls NY 2014,2014,Metropolitan Statistical Area,,,1136360,207,12215,11907,308,3210,-2445,765,-866
Burlington NC 2014,2014,Metropolitan Statistical Area,,,155792,1107,1759,1524,235,151,684,835,37
Burlington-South Burlington VT 2014,2014,Metropolitan Statistical Area,,,216167,1095,2236,1406,830,463,-137,326,-61
California-Lexington Park MD 2014,2014,Metropolitan Statistical Area,,,110382,898,1389,774,615,186,71,257,26
Canton-Massillon OH 2014,2014,Metropolitan Statistical Area,,,403923,430,4370,4191,179,236,219,455,-204
Cape Coral-Fort Myers FL 2014,2014,Metropolitan Statistical Area,,,679513,18177,6516,6568,-52,2922,13517,16439,1790
Cape Girardeau MO-IL 2014,2014,Metropolitan Statistical Area,,,97929,312,1150,908,242,116,-36,80,-10
Carbondale-Marion IL 2014,2014,Metropolitan Statistical Area,,,126685,-384,1432,1178,254,326,-892,-566,-72
Carson City NV 2014,2014,Metropolitan Statistical Area,,,54522,461,580,625,-45,3,426,429,77
Casper WY 2014,2014,Metropolitan Statistical Area,,,81624,481,1183,713,470,43,19,62,-51
Cedar Rapids IA 2014,2014,Metropolitan Statistical Area,,,263885,1537,3154,2064,1090,335,205,540,-93
Chambersburg-Waynesboro PA 2014,2014,Metropolitan Statistical Area,,,152892,701,1824,1500,324,217,150,367,10
Champaign-Urbana IL 2014,2014,Metropolitan Statistical Area,,,237252,1237,2662,1610,1052,1913,-1687,226,-41
Charleston WV 2014,2014,Metropolitan Statistical Area,,,222878,-1805,2542,2851,-309,70,-1412,-1342,-154
Charleston-North Charleston SC 2014,2014,Metropolitan Statistical Area,,,727689,15608,9336,5290,4046,1019,10000,11019,543
Charlotte-Concord-Gastonia NC-SC 2014,2014,Metropolitan Statistical Area,,,2380314,42975,29696,17446,12250,5767,24097,29864,861
Charlottesville VA 2014,2014,Metropolitan Statistical Area,,,226968,2190,2450,1705,745,886,471,1357,88
Chattanooga TN-GA 2014,2014,Metropolitan Statistical Area,,,544559,2398,6299,5375,924,600,1046,1646,-172
Cheyenne WY 2014,2014,Metropolitan Statistical Area,,,96389,374,1266,762,504,102,-172,-70,-60
Chicago-Naperville-Elgin IL-IN-WI 2014,2014,Metropolitan Statistical Area,,,9554598,9802,119405,70059,49346,27410,-65815,-38405,-1139
Chicago-Naperville-Arlington Heights IL 2014,2014,Metropolitan Division,,,7343641,4735,93482,53967,39515,24185,-58428,-34243,-537
Elgin IL 2014,2014,Metropolitan Division,,,632768,3689,7878,3798,4080,922,-1364,-442,51
Gary IN 2014,2014,Metropolitan Division,,,704935,-355,8156,6688,1468,408,-1909,-1501,-322
Lake County-Kenosha County IL-WI 2014,2014,Metropolitan Division,,,873254,1733,9889,5606,4283,1895,-4114,-2219,-331
Chico CA 2014,2014,Metropolitan Statistical Area,,,224241,1821,2409,2287,122,274,1404,1678,21
Cincinnati OH-KY-IN 2014,2014,Metropolitan Statistical Area,,,2149449,10913,27504,18739,8765,3606,-947,2659,-511
Clarksville TN-KY 2014,2014,Metropolitan Statistical Area,,,278353,4900,5154,1922,3232,1060,550,1610,58
Cleveland TN 2014,2014,Metropolitan Statistical Area,,,119705,1168,1333,1157,176,120,837,957,35
Cleveland-Elyria OH 2014,2014,Metropolitan Statistical Area,,,2063598,-1730,23033,20585,2448,3957,-7798,-3841,-337
Coeur d'Alene ID 2014,2014,Metropolitan Statistical Area,,,147326,2969,1745,1242,503,47,2135,2182,284
College Station-Bryan TX 2014,2014,Metropolitan Statistical Area,,,242905,4660,3028,1308,1720,1518,1321,2839,101
Colorado Springs CO 2014,2014,Metropolitan Statistical Area,,,686908,8197,9476,4323,5153,1571,1511,3082,-38
Columbia MO 2014,2014,Metropolitan Statistical Area,,,172717,1788,2187,1030,1157,662,-6,656,-25
Columbia SC 2014,2014,Metropolitan Statistical Area,,,800495,8073,9445,6478,2967,1555,3469,5024,82
Columbus GA-AL 2014,2014,Metropolitan Statistical Area,,,314005,-3121,4783,2798,1985,717,-5859,-5142,36
Columbus IN 2014,2014,Metropolitan Statistical Area,,,80217,668,1089,674,415,259,40,299,-46
Columbus OH 2014,2014,Metropolitan Statistical Area,,,1994536,25504,27042,15131,11911,5358,8641,13999,-406
Corpus Christi TX 2014,2014,Metropolitan Statistical Area,,,448108,4660,6149,3673,2476,755,1480,2235,-51
Corvallis OR 2014,2014,Metropolitan Statistical Area,,,86316,356,729,526,203,382,-208,174,-21
Crestview-Fort Walton Beach-Destin FL 2014,2014,Metropolitan Statistical Area,,,258042,4733,3447,2208,1239,662,2578,3240,254
Cumberland MD-WV 2014,2014,Metropolitan Statistical Area,,,100530,-708,973,1250,-277,49,-449,-400,-31
Dallas-Fort Worth-Arlington TX 2014,2014,Metropolitan Statistical Area,,,6954330,131217,97026,41151,55875,24773,49403,74176,1166
Dallas-Plano-Irving TX 2014,2014,Metropolitan Division,,,4604097,92610,64252,25769,38483,18484,34578,53062,1065
Fort Worth-Arlington TX 2014,2014,Metropolitan Division,,,2350233,38607,32774,15382,17392,6289,14825,21114,101
Dalton GA 2014,2014,Metropolitan Statistical Area,,,142952,567,1855,1141,714,112,-235,-123,-24
Danville IL 2014,2014,Metropolitan Statistical Area,,,79728,-690,1080,919,161,24,-878,-854,3
Daphne-Fairhope-Foley AL 2014,2014,Metropolitan Statistical Area,,,200111,4668,2169,1947,222,283,3779,4062,384
Davenport-Moline-Rock Island IA-IL 2014,2014,Metropolitan Statistical Area,,,383030,-200,4764,3540,1224,534,-1771,-1237,-187
Dayton OH 2014,2014,Metropolitan Statistical Area,,,800836,-809,9571,7948,1623,1497,-3513,-2016,-416
Decatur AL 2014,2014,Metropolitan Statistical Area,,,153084,-115,1729,1581,148,119,-299,-180,-83
Decatur IL 2014,2014,Metropolitan Statistical Area,,,108350,-1085,1351,1138,213,85,-1378,-1293,-5
Deltona-Daytona Beach-Ormond Beach FL 2014,2014,Metropolitan Statistical Area,,,609939,8788,5480,7493,-2013,1183,8769,9952,849
Denver-Aurora-Lakewood CO 2014,2014,Metropolitan Statistical Area,,,2754258,54508,35245,16921,18324,6307,29386,35693,491
Des Moines-West Des Moines IA 2014,2014,Metropolitan Statistical Area,,,611549,11463,8814,4286,4528,1537,5325,6862,73
Detroit-Warren-Dearborn MI 2014,2014,Metropolitan Statistical Area,,,4296611,1217,49732,39427,10305,11196,-20048,-8852,-236
Detroit-Dearborn-Livonia MI 2014,2014,Metropolitan Division,,,1764804,-10899,22936,17419,5517,4067,-21314,-17247,831
Warren-Troy-Farmington Hills MI 2014,2014,Metropolitan Division,,,2531807,12116,26796,22008,4788,7129,1266,8395,-1067
Dothan AL 2014,2014,Metropolitan Statistical Area,,,148095,503,1727,1615,112,60,320,380,11
Dover DE 2014,2014,Metropolitan Statistical Area,,,171987,2425,2219,1542,677,392,1206,1598,150
Dubuque IA 2014,2014,Metropolitan Statistical Area,,,96370,458,1194,872,322,80,60,140,-4
Duluth MN-WI 2014,2014,Metropolitan Statistical Area,,,280218,276,2857,2777,80,220,147,367,-171
Durham-Chapel Hill NC 2014,2014,Metropolitan Statistical Area,,,542710,9088,6597,3686,2911,2234,3438,5672,505
East Stroudsburg PA 2014,2014,Metropolitan Statistical Area,,,166314,-816,1413,1443,-30,197,-942,-745,-41
Eau Claire WI 2014,2014,Metropolitan Statistical Area,,,165024,121,1933,1255,678,96,-599,-503,-54
El Centro CA 2014,2014,Metropolitan Statistical Area,,,179091,1574,3028,935,2093,288,-819,-531,12
Elizabethtown-Fort Knox KY 2014,2014,Metropolitan Statistical Area,,,151585,190,1943,1239,704,299,-800,-501,-13
Elkhart-Goshen IN 2014,2014,Metropolitan Statistical Area,,,201971,1380,3042,1542,1500,149,-171,-22,-98
Elmira NY 2014,2014,Metropolitan Statistical Area,,,87770,-715,1019,939,80,78,-820,-742,-53
El Paso TX 2014,2014,Metropolitan Statistical Area,,,836698,2068,13532,4932,8600,2149,-8490,-6341,-191
Erie PA 2014,2014,Metropolitan Statistical Area,,,278443,-1317,3108,2730,378,442,-1996,-1554,-141
Eugene OR 2014,2014,Metropolitan Statistical Area,,,358337,2676,3488,3304,184,697,1820,2517,-25
Evansville IN-KY 2014,2014,Metropolitan Statistical Area,,,315162,733,3829,3135,694,220,-103,117,-78
Fairbanks AK 2014,2014,Metropolitan Statistical Area,,,99357,-1450,1611,445,1166,298,-3017,-2719,103
Fargo ND-MN 2014,2014,Metropolitan Statistical Area,,,228291,4438,3311,1407,1904,703,1746,2449,85
Farmington NM 2014,2014,Metropolitan Statistical Area,,,123785,-2663,1781,985,796,27,-3497,-3470,11
Fayetteville NC 2014,2014,Metropolitan Statistical Area,,,377939,320,6560,2667,3893,1513,-5089,-3576,3
Fayetteville-Springdale-Rogers AR-MO 2014,2014,Metropolitan Statistical Area,,,501653,9278,7178,3292,3886,1447,3970,5417,-25
Flagstaff AZ 2014,2014,Metropolitan Statistical Area,,,137682,992,1697,772,925,124,-124,0,67
Flint MI 2014,2014,Metropolitan Statistical Area,,,412895,-2728,4904,4371,533,255,-3303,-3048,-213
Florence SC 2014,2014,Metropolitan Statistical Area,,,207030,650,2585,2254,331,133,246,379,-60
Florence-Muscle Shoals AL 2014,2014,Metropolitan Statistical Area,,,147639,366,1527,1739,-212,93,549,642,-64
Fond du Lac WI 2014,2014,Metropolitan Statistical Area,,,101759,111,1089,870,219,85,-148,-63,-45
Fort Collins CO 2014,2014,Metropolitan Statistical Area,,,324122,7628,3447,1965,1482,411,5481,5892,254
Fort Smith AR-OK 2014,2014,Metropolitan Statistical Area,,,279592,-338,3627,2938,689,153,-1113,-960,-67
Fort Wayne IN 2014,2014,Metropolitan Statistical Area,,,427183,2613,6003,3485,2518,851,-578,273,-178
Fresno CA 2014,2014,Metropolitan Statistical Area,,,965974,9872,15977,6721,9256,2152,-1331,821,-205
Gadsden AL 2014,2014,Metropolitan Statistical Area,,,103531,-431,1144,1431,-287,63,-190,-127,-17
Gainesville FL 2014,2014,Metropolitan Statistical Area,,,273377,3161,3060,2021,1039,1362,688,2050,72
Gainesville GA 2014,2014,Metropolitan Statistical Area,,,190761,3002,2494,1367,1127,290,1370,1660,215
Gettysburg PA 2014,2014,Metropolitan Statistical Area,,,101714,257,974,931,43,59,118,177,37
Glens Falls NY 2014,2014,Metropolitan Statistical Area,,,127345,-553,1169,1303,-134,49,-408,-359,-60
Goldsboro NC 2014,2014,Metropolitan Statistical Area,,,124456,-140,1749,1217,532,304,-952,-648,-24
Grand Forks ND-MN 2014,2014,Metropolitan Statistical Area,,,101842,828,1418,797,621,333,-104,229,-22
Grand Island NE 2014,2014,Metropolitan Statistical Area,,,84755,568,1195,712,483,353,-267,86,-1
Grand Junction CO 2014,2014,Metropolitan Statistical Area,,,148255,556,1825,1356,469,67,-17,50,37
Grand Rapids-Wyoming MI 2014,2014,Metropolitan Statistical Area,,,1027703,10456,13817,7274,6543,1548,2540,4088,-175
Grants Pass OR 2014,2014,Metropolitan Statistical Area,,,83599,328,826,1119,-293,7,659,666,-45
Great Falls MT 2014,2014,Metropolitan Statistical Area,,,82344,-60,1169,763,406,134,-540,-406,-60
Greeley CO 2014,2014,Metropolitan Statistical Area,,,277670,7110,3980,1546,2434,319,4258,4577,99
Green Bay WI 2014,2014,Metropolitan Statistical Area,,,314531,1958,3945,2238,1707,414,-20,394,-143
Greensboro-High Point NC 2014,2014,Metropolitan Statistical Area,,,746593,5279,8750,6631,2119,1665,1706,3371,-211
Greenville NC 2014,2014,Metropolitan Statistical Area,,,175354,1003,2136,1227,909,229,-140,89,5
Greenville-Anderson-Mauldin SC 2014,2014,Metropolitan Statistical Area,,,862463,12057,10342,7795,2547,1515,7747,9262,248
Gulfport-Biloxi-Pascagoula MS 2014,2014,Metropolitan Statistical Area,,,386144,3686,4741,3413,1328,650,1743,2393,-35
Hagerstown-Martinsburg MD-WV 2014,2014,Metropolitan Statistical Area,,,260070,2120,3164,2425,739,301,1115,1416,-35
Hammond LA 2014,2014,Metropolitan Statistical Area,,,127049,1541,1937,1211,726,114,688,802,13
Hanford-Corcoran CA 2014,2014,Metropolitan Statistical Area,,,150269,-593,2345,818,1527,359,-2504,-2145,25
Harrisburg-Carlisle PA 2014,2014,Metropolitan Statistical Area,,,560849,2943,6537,4993,1544,1454,112,1566,-167
Harrisonburg VA 2014,2014,Metropolitan Statistical Area,,,130649,1416,1411,921,490,448,420,868,58
Hartford-West Hartford-East Hartford CT 2014,2014,Metropolitan Statistical Area,,,1214295,-1648,12059,10289,1770,5504,-8591,-3087,-331
Hattiesburg MS 2014,2014,Metropolitan Statistical Area,,,148656,810,2044,1176,868,113,-178,-65,7
Hickory-Lenoir-Morganton NC 2014,2014,Metropolitan Statistical Area,,,362896,-477,3796,3748,48,297,-785,-488,-37
Hilton Head Island-Bluffton-Beaufort SC 2014,2014,Metropolitan Statistical Area,,,203022,4743,2386,1622,764,620,2919,3539,440
Hinesville GA 2014,2014,Metropolitan Statistical Area,,,82311,1613,1672,391,1281,358,-51,307,25
Homosassa Springs FL 2014,2014,Metropolitan Statistical Area,,,139377,243,1009,2410,-1401,90,1449,1539,105
Hot Springs AR 2014,2014,Metropolitan Statistical Area,,,97322,257,1141,1288,-147,18,432,450,-46
Houma-Thibodaux LA 2014,2014,Metropolitan Statistical Area,,,211348,1385,2755,1862,893,272,310,582,-90
Houston-The Woodlands-Sugar Land TX 2014,2014,Metropolitan Statistical Area,,,6490180,156371,94872,37096,57776,32283,65850,98133,462
Huntington-Ashland WV-KY-OH 2014,2014,Metropolitan Statistical Area,,,363325,-864,4127,4154,-27,161,-876,-715,-122
Huntsville AL 2014,2014,Metropolitan Statistical Area,,,441086,5089,5033,3495,1538,665,2783,3448,103
Idaho Falls ID 2014,2014,Metropolitan Statistical Area,,,138266,1220,2467,915,1552,60,-410,-350,18
Indianapolis-Carmel-Anderson IN 2014,2014,Metropolitan Statistical Area,,,1971274,18128,26630,15200,11430,4370,2234,6604,94
Iowa City IA 2014,2014,Metropolitan Statistical Area,,,164357,2528,2121,896,1225,910,395,1305,-2
Ithaca NY 2014,2014,Metropolitan Statistical Area,,,104691,323,948,599,349,1104,-1098,6,-32
Jackson MI 2014,2014,Metropolitan Statistical Area,,,159741,-168,1756,1592,164,111,-351,-240,-92
Jackson MS 2014,2014,Metropolitan Statistical Area,,,577564,345,7413,5069,2344,527,-2764,-2237,238
Jackson TN 2014,2014,Metropolitan Statistical Area,,,130225,-493,1658,1230,428,80,-963,-883,-38
Jacksonville FL 2014,2014,Metropolitan Statistical Area,,,1419127,23081,17664,12192,5472,3715,12892,16607,1002
Jacksonville NC 2014,2014,Metropolitan Statistical Area,,,187589,1920,4327,937,3390,906,-2438,-1532,62
Janesville-Beloit WI 2014,2014,Metropolitan Statistical Area,,,161188,555,1901,1371,530,54,42,96,-71
Jefferson City MO 2014,2014,Metropolitan Statistical Area,,,150866,228,1804,1259,545,150,-426,-276,-41
Johnson City TN 2014,2014,Metropolitan Statistical Area,,,201091,122,2056,2159,-103,113,174,287,-62
Johnstown PA 2014,2014,Metropolitan Statistical Area,,,137732,-1168,1300,1771,-471,63,-669,-606,-91
Jonesboro AR 2014,2014,Metropolitan Statistical Area,,,126764,895,1752,1218,534,139,266,405,-44
Joplin MO 2014,2014,Metropolitan Statistical Area,,,176141,932,2451,1687,764,172,58,230,-62
Kahului-Wailuku-Lahaina HI 2014,2014,Metropolitan Statistical Area,,,163108,2228,2046,1253,793,711,807,1518,-83
Kalamazoo-Portage MI 2014,2014,Metropolitan Statistical Area,,,334017,1460,4094,2811,1283,607,-297,310,-133
Kankakee IL 2014,2014,Metropolitan Statistical Area,,,111375,-818,1305,1091,214,86,-1112,-1026,-6
Kansas City MO-KS 2014,2014,Metropolitan Statistical Area,,,2071133,15782,27732,16321,11411,3605,1089,4694,-323
Kennewick-Richland WA 2014,2014,Metropolitan Statistical Area,,,274295,3228,4196,1680,2516,363,340,703,9
Killeen-Temple TX 2014,2014,Metropolitan Statistical Area,,,424858,1576,7393,2544,4849,1624,-4976,-3352,79
Kingsport-Bristol-Bristol TN-VA 2014,2014,Metropolitan Statistical Area,,,308079,-277,3077,3617,-540,64,416,480,-217
Kingston NY 2014,2014,Metropolitan Statistical Area,,,180445,-403,1562,1637,-75,356,-578,-222,-106
Knoxville TN 2014,2014,Metropolitan Statistical Area,,,857585,5634,9487,8582,905,787,4032,4819,-90
Kokomo IN 2014,2014,Metropolitan Statistical Area,,,82982,21,1031,903,128,80,-155,-75,-32
La Crosse-Onalaska WI-MN 2014,2014,Metropolitan Statistical Area,,,136749,593,1420,1128,292,156,154,310,-9
Lafayette LA 2014,2014,Metropolitan Statistical Area,,,484974,5211,6776,4138,2638,801,1781,2582,-9
Lafayette-West Lafayette IN 2014,2014,Metropolitan Statistical Area,,,211697,1928,2667,1343,1324,1405,-738,667,-63
Lake Charles LA 2014,2014,Metropolitan Statistical Area,,,203883,1422,2821,1951,870,234,384,618,-66
Lake Havasu City-Kingman AZ 2014,2014,Metropolitan Statistical Area,,,203361,506,1857,2799,-942,12,1104,1116,332
Lakeland-Winter Haven FL 2014,2014,Metropolitan Statistical Area,,,634638,11479,7268,6215,1053,2675,7436,10111,315
Lancaster PA 2014,2014,Metropolitan Statistical Area,,,533320,3198,7067,4774,2293,1213,-304,909,-4
Lansing-East Lansing MI 2014,2014,Metropolitan Statistical Area,,,470458,2110,5200,3635,1565,2112,-1438,674,-129
Laredo TX 2014,2014,Metropolitan Statistical Area,,,266673,2901,5457,1211,4246,719,-1984,-1265,-80
Las Cruces NM 2014,2014,Metropolitan Statistical Area,,,213676,-21,2950,1506,1444,147,-1644,-1497,32
Las Vegas-Henderson-Paradise NV 2014,2014,Metropolitan Statistical Area,,,2069681,40365,26178,14963,11215,7381,20261,27642,1508
Lawrence KS 2014,2014,Metropolitan Statistical Area,,,116585,1782,1269,605,664,621,523,1144,-26
Lawton OK 2014,2014,Metropolitan Statistical Area,,,131183,-5,1946,1102,844,410,-1252,-842,-7
Lebanon PA 2014,2014,Metropolitan Statistical Area,,,136359,652,1630,1424,206,394,52,446,0
Lewiston ID-WA 2014,2014,Metropolitan Statistical Area,,,62196,154,752,700,52,35,93,128,-26
Lewiston-Auburn ME 2014,2014,Metropolitan Statistical Area,,,107440,49,1273,992,281,118,-310,-192,-40
Lexington-Fayette KY 2014,2014,Metropolitan Statistical Area,,,494189,4865,6247,3570,2677,1292,1010,2302,-114
Lima OH 2014,2014,Metropolitan Statistical Area,,,105040,-174,1288,1063,225,59,-416,-357,-42
Lincoln NE 2014,2014,Metropolitan Statistical Area,,,318945,4596,4243,2028,2215,897,1455,2352,29
Little Rock-North Little Rock-Conway AR 2014,2014,Metropolitan Statistical Area,,,729135,4800,9788,6215,3573,939,454,1393,-166
Logan UT-ID 2014,2014,Metropolitan Statistical Area,,,131364,1189,2573,574,1999,331,-1169,-838,28
Longview TX 2014,2014,Metropolitan Statistical Area,,,217481,524,3022,2190,832,285,-541,-256,-52
Longview WA 2014,2014,Metropolitan Statistical Area,,,102133,404,1135,1051,84,24,347,371,-51
Los Angeles-Long Beach-Anaheim CA 2014,2014,Metropolitan Statistical Area,,,13262220,86371,169963,82136,87827,65972,-61449,4523,-5979
Anaheim-Santa Ana-Irvine CA 2014,2014,Metropolitan Division,,,3145515,23661,38295,19073,19222,13400,-7945,5455,-1016
Los Angeles-Long Beach-Glendale CA 2014,2014,Metropolitan Division,,,10116705,62710,131668,63063,68605,52572,-53504,-932,-4963
Louisville/Jefferson County KY-IN 2014,2014,Metropolitan Statistical Area,,,1269702,7458,15635,11440,4195,2334,1499,3833,-570
